description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Capta 004,62bd7fc678257cc153cd950b,4320044,2022-06-29 11:52:33,alerts/horns,0.308,humans/others,0.304,Music/music,0.125,mechanical/air_conditioner,0.11,alerts/siren,0.047,environmental/others,0.036000000000000004,mechanical/others,0.027999999999999997,vehicles/airborne,0.019,,,,,,,,,,,,,,,,
 Capta 004,62bd804978257cc153cd951a,4320044,2022-06-29 12:00:16,alerts/horns,0.381,Music/music,0.235,humans/others,0.179,mechanical/others,0.1,animal/others,0.045,environmental/others,0.013999999999999999,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd808078257cc153cd9521,4320044,2022-06-29 12:03:52,Music/music,0.345,humans/others,0.261,alerts/horns,0.10400000000000001,mechanical/others,0.077,vehicles/others,0.046,alerts/siren,0.043,animal/others,0.037000000000000005,vehicles/airborne,0.031,environmental/wind,0.018000000000000002,animal/bird,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd81ae78257cc153cd9545,4320044,2022-06-29 12:22:53,alerts/siren,0.23800000000000002,mechanical/air_conditioner,0.185,humans/others,0.146,Music/music,0.11699999999999999,alerts/horns,0.1,vehicles/airborne,0.08,mechanical/others,0.039,animal/others,0.027999999999999997,mechanical/digging,0.023,animal/dog,0.013000000000000001,environmental/others,0.013000000000000001,,,,,,,,,,
 Capta 004,62bd827878257cc153cd955d,4320044,2022-06-29 12:35:45,environmental/wind,0.32899999999999996,mechanical/air_conditioner,0.187,Music/music,0.094,animal/others,0.087,vehicles/airborne,0.068,environmental/others,0.062,vehicles/others,0.053,environmental/waves,0.036000000000000004,humans/others,0.026000000000000002,animal/dog,0.017,mechanical/others,0.011000000000000001,alerts/siren,0.011000000000000001,,,,,,,,
 Capta 004,62bd82c978257cc153cd9566,4320044,2022-06-29 12:40:22,environmental/wind,0.639,vehicles/others,0.10400000000000001,mechanical/air_conditioner,0.069,animal/bird,0.037000000000000005,environmental/others,0.035,animal/dog,0.024,animal/others,0.022000000000000002,alerts/siren,0.016,vehicles/airborne,0.012,,,,,,,,,,,,,,
 Capta 004,62bd82f478257cc153cd956b,4320044,2022-06-29 12:44:29,vehicles/others,0.752,vehicles/airborne,0.068,mechanical/air_conditioner,0.063,Music/music,0.048,environmental/wind,0.019,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd83f178257cc153cd9587,4320044,2022-06-29 13:01:58,Music/music,0.289,environmental/rain,0.155,environmental/others,0.151,alerts/siren,0.109,humans/others,0.099,mechanical/air_conditioner,0.044000000000000004,animal/others,0.042,mechanical/digging,0.019,vehicles/airborne,0.017,environmental/wind,0.016,mechanical/others,0.015,animal/bird,0.012,animal/dog,0.011000000000000001,,,,,,
 Capta 004,62bd846878257cc153cd9594,4320044,2022-06-29 13:09:10,animal/bird,0.526,humans/others,0.374,animal/others,0.042,Music/music,0.019,alerts/horns,0.013000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd847078257cc153cd9595,4320044,2022-06-29 13:09:41,animal/bird,0.504,animal/others,0.444,humans/others,0.024,animal/dog,0.017,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd847e78257cc153cd9597,4320044,2022-06-29 13:10:43,environmental/wind,0.39299999999999996,mechanical/air_conditioner,0.166,environmental/waves,0.158,environmental/others,0.102,vehicles/airborne,0.064,environmental/rain,0.039,mechanical/explosives,0.019,mechanical/others,0.015,vehicles/others,0.013999999999999999,animal/others,0.01,,,,,,,,,,,,
 Capta 004,62bd84ae78257cc153cd959d,4320044,2022-06-29 13:13:48,alerts/horns,0.42700000000000005,animal/others,0.165,environmental/others,0.09300000000000001,mechanical/others,0.064,animal/dog,0.059000000000000004,mechanical/air_conditioner,0.046,Music/music,0.045,humans/others,0.043,alerts/siren,0.022000000000000002,mechanical/explosives,0.011000000000000001,animal/bird,0.011000000000000001,,,,,,,,,,
 Capta 004,62bd857678257cc153cd95b4,4320044,2022-06-29 13:30:46,Music/music,0.19699999999999998,environmental/others,0.191,humans/others,0.185,vehicles/airborne,0.105,mechanical/air_conditioner,0.09,animal/others,0.059000000000000004,environmental/rain,0.044000000000000004,alerts/siren,0.039,mechanical/others,0.032,animal/dog,0.016,alerts/horns,0.012,,,,,,,,,,
 Capta 004,62bd85da78257cc153cd95c0,4320044,2022-06-29 13:42:05,mechanical/explosives,0.623,environmental/waves,0.205,environmental/others,0.09,mechanical/air_conditioner,0.04,vehicles/airborne,0.021,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd864e78257cc153cd95cd,4320044,2022-06-29 13:53:55,vehicles/others,0.623,environmental/others,0.094,environmental/wind,0.069,mechanical/air_conditioner,0.061,environmental/rain,0.037000000000000005,Music/music,0.035,humans/others,0.025,mechanical/others,0.016,vehicles/airborne,0.016,,,,,,,,,,,,,,
 Capta 004,62bd86b278257cc153cd95d7,4320044,2022-06-29 14:03:41,Music/music,0.973,alerts/horns,0.026000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd87fa78257cc153cd95fe,4320044,2022-06-29 14:36:06,Music/music,0.46799999999999997,environmental/others,0.19,humans/others,0.126,environmental/rain,0.081,mechanical/air_conditioner,0.028999999999999998,mechanical/others,0.024,alerts/horns,0.022000000000000002,alerts/siren,0.011000000000000001,animal/others,0.011000000000000001,,,,,,,,,,,,,,
 Capta 004,62bd88ed78257cc153cd961a,4320044,2022-06-29 14:57:11,vehicles/others,0.574,environmental/rain,0.203,environmental/others,0.08800000000000001,humans/others,0.063,Music/music,0.043,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd89e178257cc153cd9637,4320044,2022-06-29 15:18:46,mechanical/explosives,0.17600000000000002,mechanical/air_conditioner,0.166,mechanical/others,0.132,alerts/horns,0.12,humans/others,0.11900000000000001,Music/music,0.079,environmental/others,0.065,vehicles/airborne,0.045,alerts/siren,0.04,animal/dog,0.015,,,,,,,,,,,,
 Capta 004,62bd8a3178257cc153cd963f,4320044,2022-06-29 15:25:58,environmental/waves,0.244,environmental/others,0.184,humans/others,0.11699999999999999,mechanical/air_conditioner,0.11599999999999999,environmental/wind,0.08199999999999999,vehicles/airborne,0.064,vehicles/others,0.04,Music/music,0.037000000000000005,mechanical/others,0.034,environmental/rain,0.027000000000000003,alerts/siren,0.013000000000000001,,,,,,,,,,
 Capta 004,62bd8ab378257cc153cd964e,4320044,2022-06-29 15:36:46,Music/music,0.43,humans/others,0.325,alerts/siren,0.059000000000000004,animal/others,0.055999999999999994,environmental/others,0.037000000000000005,environmental/rain,0.034,mechanical/air_conditioner,0.017,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8b0378257cc153cd9657,4320044,2022-06-29 15:43:28,animal/others,0.213,humans/others,0.158,environmental/wind,0.152,environmental/waves,0.136,vehicles/airborne,0.12300000000000001,mechanical/air_conditioner,0.065,environmental/others,0.034,animal/bird,0.03,Music/music,0.022000000000000002,animal/dog,0.016,environmental/rain,0.013000000000000001,alerts/siren,0.013000000000000001,vehicles/others,0.011000000000000001,,,,,,
 Capta 004,62bd8b7e78257cc153cd9665,4320044,2022-06-29 15:53:14,Music/music,0.207,mechanical/air_conditioner,0.20600000000000002,environmental/others,0.20199999999999999,animal/others,0.102,alerts/siren,0.046,environmental/wind,0.043,mechanical/others,0.043,humans/others,0.040999999999999995,environmental/rain,0.026000000000000002,vehicles/others,0.016,vehicles/airborne,0.015,alerts/horns,0.013999999999999999,animal/bird,0.013000000000000001,animal/dog,0.012,,,,
 Capta 004,62bd8be378257cc153cd9670,4320044,2022-06-29 15:59:55,alerts/horns,0.445,vehicles/airborne,0.28600000000000003,Music/music,0.141,animal/others,0.03,humans/others,0.03,mechanical/air_conditioner,0.026000000000000002,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8c5678257cc153cd967e,4320044,2022-06-29 16:09:10,alerts/horns,0.915,humans/others,0.044000000000000004,animal/dog,0.018000000000000002,Music/music,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8cba78257cc153cd9689,4320044,2022-06-29 16:17:24,Music/music,0.42200000000000004,environmental/others,0.252,humans/others,0.214,environmental/rain,0.062,alerts/siren,0.019,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8da178257cc153cd96a1,4320044,2022-06-29 16:32:19,mechanical/impact,0.402,mechanical/air_conditioner,0.225,vehicles/airborne,0.13699999999999998,mechanical/others,0.11,Music/music,0.07400000000000001,mechanical/digging,0.016,alerts/siren,0.012,humans/others,0.012,,,,,,,,,,,,,,,,
 Capta 004,62bd8e3878257cc153cd96b0,4320044,2022-06-29 16:42:36,Music/music,0.397,alerts/horns,0.381,humans/others,0.062,animal/dog,0.057,environmental/others,0.048,animal/bird,0.015,vehicles/others,0.01,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8eb278257cc153cd96bc,4320044,2022-06-29 16:49:17,alerts/horns,0.985,Music/music,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd8ee878257cc153cd96c1,4320044,2022-06-29 16:51:52,Music/music,0.35,humans/others,0.278,mechanical/others,0.145,alerts/siren,0.069,vehicles/airborne,0.033,environmental/wind,0.027000000000000003,environmental/others,0.018000000000000002,mechanical/air_conditioner,0.017,mechanical/digging,0.016,,,,,,,,,,,,,,
 Capta 004,62bd8f9e78257cc153cd96d4,4320044,2022-06-29 17:02:09,environmental/wind,0.455,mechanical/air_conditioner,0.174,animal/others,0.057999999999999996,vehicles/others,0.055999999999999994,humans/others,0.053,environmental/rain,0.045,vehicles/airborne,0.038,Music/music,0.032,mechanical/others,0.022000000000000002,environmental/others,0.019,alerts/siren,0.018000000000000002,,,,,,,,,,
 Capta 004,62bd8fe678257cc153cd96dc,4320044,2022-06-29 17:06:46,alerts/siren,0.225,humans/others,0.209,environmental/others,0.187,Music/music,0.057999999999999996,animal/bird,0.053,alerts/horns,0.052000000000000005,animal/dog,0.05,mechanical/air_conditioner,0.05,mechanical/others,0.045,animal/others,0.040999999999999995,,,,,,,,,,,,
 Capta 004,62bd8ff778257cc153cd96de,4320044,2022-06-29 17:07:48,vehicles/others,0.321,environmental/rain,0.192,environmental/others,0.151,environmental/wind,0.121,mechanical/air_conditioner,0.094,mechanical/others,0.023,Music/music,0.023,humans/others,0.016,vehicles/airborne,0.015,alerts/siren,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd8fff78257cc153cd96df,4320044,2022-06-29 17:08:19,alerts/siren,0.8690000000000001,humans/others,0.055999999999999994,animal/others,0.028999999999999998,Music/music,0.02,alerts/horns,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd906c78257cc153cd96eb,4320044,2022-06-29 17:15:00,environmental/waves,0.32899999999999996,environmental/others,0.276,mechanical/air_conditioner,0.11,vehicles/airborne,0.094,environmental/wind,0.066,mechanical/others,0.034,environmental/rain,0.031,humans/others,0.021,,,,,,,,,,,,,,,,
 Capta 004,62bd907c78257cc153cd96ed,4320044,2022-06-29 17:16:02,vehicles/others,0.628,environmental/wind,0.157,humans/others,0.094,environmental/rain,0.052000000000000005,mechanical/air_conditioner,0.024,Music/music,0.016,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd90d578257cc153cd96f7,4320044,2022-06-29 17:22:12,Music/music,0.263,humans/others,0.243,environmental/others,0.127,mechanical/air_conditioner,0.085,alerts/horns,0.068,animal/others,0.040999999999999995,environmental/rain,0.037000000000000005,vehicles/airborne,0.037000000000000005,alerts/siren,0.033,mechanical/others,0.025,animal/dog,0.01,,,,,,,,,,
 Capta 004,62bd914b78257cc153cd9705,4320044,2022-06-29 17:30:26,alerts/siren,0.297,mechanical/others,0.222,humans/others,0.20199999999999999,Music/music,0.073,mechanical/air_conditioner,0.059000000000000004,vehicles/others,0.043,animal/dog,0.026000000000000002,alerts/horns,0.016,animal/bird,0.015,animal/others,0.013000000000000001,,,,,,,,,,,,
 Capta 004,62bd921d78257cc153cd971a,4320044,2022-06-29 17:42:46,alerts/horns,0.6890000000000001,Music/music,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd930678257cc153cd9734,4320044,2022-06-29 17:59:45,Music/music,0.319,environmental/others,0.221,environmental/rain,0.171,vehicles/airborne,0.13,humans/others,0.063,mechanical/others,0.032,mechanical/air_conditioner,0.018000000000000002,alerts/siren,0.016,environmental/wind,0.012,,,,,,,,,,,,,,
 Capta 004,62bd93e978257cc153cd974b,4320044,2022-06-29 18:14:09,Music/music,0.505,humans/others,0.24100000000000002,vehicles/others,0.07200000000000001,vehicles/airborne,0.040999999999999995,mechanical/air_conditioner,0.038,alerts/siren,0.035,environmental/others,0.016,animal/others,0.015,,,,,,,,,,,,,,,,
 Capta 004,62bd943778257cc153cd9754,4320044,2022-06-29 18:18:46,alerts/siren,0.823,humans/others,0.073,animal/others,0.057999999999999996,animal/bird,0.013000000000000001,Music/music,0.012,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd95f578257cc153cd9782,4320044,2022-06-29 18:51:10,environmental/wind,0.348,humans/others,0.135,mechanical/air_conditioner,0.11,environmental/others,0.10400000000000001,Music/music,0.076,mechanical/others,0.057,alerts/siren,0.031,animal/others,0.031,environmental/rain,0.027999999999999997,vehicles/airborne,0.023,animal/bird,0.015,vehicles/others,0.013000000000000001,animal/dog,0.011000000000000001,,,,,,
 Capta 004,62bd95fd78257cc153cd9783,4320044,2022-06-29 18:51:41,Music/music,0.35700000000000004,humans/others,0.26899999999999996,environmental/others,0.124,environmental/rain,0.086,mechanical/air_conditioner,0.043,alerts/siren,0.028999999999999998,animal/others,0.023,environmental/wind,0.013999999999999999,animal/dog,0.012,vehicles/airborne,0.01,,,,,,,,,,,,
 Capta 004,62bd96d978257cc153cd979b,4320044,2022-06-29 19:04:33,environmental/wind,0.612,humans/others,0.09300000000000001,vehicles/others,0.085,animal/bird,0.068,mechanical/air_conditioner,0.052000000000000005,animal/others,0.027000000000000003,animal/dog,0.025,alerts/siren,0.012,environmental/rain,0.01,,,,,,,,,,,,,,
 Capta 004,62bd96e178257cc153cd979c,4320044,2022-06-29 19:05:04,animal/bird,0.809,animal/others,0.096,animal/dog,0.034,humans/others,0.021,mechanical/air_conditioner,0.011000000000000001,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd970478257cc153cd979f,4320044,2022-06-29 19:06:36,animal/bird,0.595,environmental/wind,0.16,animal/dog,0.09699999999999999,animal/others,0.045,humans/others,0.044000000000000004,mechanical/air_conditioner,0.015,environmental/rain,0.012,,,,,,,,,,,,,,,,,,
 Capta 004,62bd970c78257cc153cd97a0,4320044,2022-06-29 19:07:07,animal/bird,0.324,humans/others,0.188,animal/others,0.17600000000000002,animal/dog,0.147,mechanical/air_conditioner,0.062,Music/music,0.059000000000000004,alerts/siren,0.023,environmental/wind,0.011000000000000001,,,,,,,,,,,,,,,,
 Capta 004,62bd97c878257cc153cd97b3,4320044,2022-06-29 19:17:24,Music/music,0.753,vehicles/others,0.10800000000000001,mechanical/air_conditioner,0.026000000000000002,humans/others,0.024,mechanical/impact,0.021,animal/bird,0.012,environmental/rain,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Capta 004,62bd98fc78257cc153cd97d4,4320044,2022-06-29 19:35:24,environmental/wind,0.40399999999999997,mechanical/others,0.242,environmental/waves,0.077,environmental/others,0.055,mechanical/air_conditioner,0.043,vehicles/airborne,0.038,animal/others,0.03,humans/others,0.027999999999999997,animal/bird,0.02,environmental/rain,0.017,Music/music,0.012,,,,,,,,,,
 Capta 004,62bd993c78257cc153cd97db,4320044,2022-06-29 19:39:00,alerts/horns,0.502,mechanical/air_conditioner,0.262,Music/music,0.10400000000000001,mechanical/others,0.037000000000000005,alerts/siren,0.02,vehicles/airborne,0.018000000000000002,mechanical/digging,0.015,,,,,,,,,,,,,,,,,,
 Capta 004,62bd997e78257cc153cd97e2,4320044,2022-06-29 19:43:07,animal/bird,0.392,humans/others,0.382,animal/others,0.12,animal/dog,0.079,Music/music,0.012,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd99a378257cc153cd97e5,4320044,2022-06-29 19:44:40,vehicles/others,0.701,mechanical/air_conditioner,0.168,mechanical/others,0.04,environmental/wind,0.025,humans/others,0.018000000000000002,Music/music,0.015,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd99b378257cc153cd97e7,4320044,2022-06-29 19:45:41,alerts/siren,0.956,environmental/others,0.013999999999999999,animal/others,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd9a7878257cc153cd97fc,4320044,2022-06-29 19:57:31,environmental/wind,0.508,mechanical/air_conditioner,0.158,vehicles/others,0.11900000000000001,animal/others,0.057999999999999996,humans/others,0.028999999999999998,environmental/waves,0.025,environmental/others,0.019,Music/music,0.018000000000000002,vehicles/airborne,0.018000000000000002,animal/dog,0.011000000000000001,,,,,,,,,,,,
 Capta 004,62bd9b4d78257cc153cd9811,4320044,2022-06-29 20:10:53,alerts/horns,0.9840000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd9b6478257cc153cd9813,4320044,2022-06-29 20:11:55,Music/music,0.19899999999999998,humans/others,0.184,environmental/others,0.16699999999999998,mechanical/air_conditioner,0.161,animal/others,0.081,vehicles/airborne,0.044000000000000004,environmental/wind,0.03,mechanical/others,0.024,environmental/rain,0.023,alerts/siren,0.019,alerts/horns,0.013999999999999999,environmental/waves,0.011000000000000001,animal/dog,0.011000000000000001,,,,,,
 Capta 004,62bd9b7e78257cc153cd9816,4320044,2022-06-29 20:13:58,alerts/siren,0.9990000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd9b9978257cc153cd9819,4320044,2022-06-29 20:16:02,alerts/horns,0.45899999999999996,alerts/siren,0.409,Music/music,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,
 Capta 004,62bd9be878257cc153cd9821,4320044,2022-06-29 20:20:09,vehicles/others,0.17600000000000002,Music/music,0.146,mechanical/air_conditioner,0.141,environmental/others,0.126,humans/others,0.071,environmental/rain,0.061,environmental/wind,0.057,alerts/siren,0.053,vehicles/airborne,0.044000000000000004,animal/others,0.027000000000000003,mechanical/impact,0.022000000000000002,animal/bird,0.015,environmental/waves,0.013999999999999999,mechanical/digging,0.012,mechanical/others,0.011000000000000001,,
 Capta 004,62bd9c6978257cc153cd982f,4320044,2022-06-29 20:27:52,Music/music,0.361,humans/others,0.254,mechanical/air_conditioner,0.155,mechanical/others,0.109,alerts/siren,0.042,alerts/horns,0.025,environmental/wind,0.017,vehicles/airborne,0.011000000000000001,,,,,,,,,,,,,,,,
 Capta 004,62bd9d1878257cc153cd9841,4320044,2022-06-29 20:37:38,vehicles/others,0.84,mechanical/air_conditioner,0.025,environmental/wind,0.023,vehicles/airborne,0.02,environmental/waves,0.018000000000000002,humans/others,0.013000000000000001,mechanical/others,0.013000000000000001,mechanical/impact,0.012,mechanical/digging,0.011000000000000001,,,,,,,,,,,,,,
